Rank,Name,Symbol,Price,Market Cap,FDV,24h Change (%),7 Days Change (%),1h Change (%),Volume ($)
2914,neuron ICP,NICP,$7.83,"$1,400,975",1400975.0,1.6,4.089,0.501,19807.39
4869,Symbiosis Bridged BTC (zkSync),SYBTC,"$71,868.71","$109,997",109997.0,0.4,8.313,-0.005,19795.65
5780,MetaWars,WARS,$0.0002676,"$402,797",,1.3,-1.93,-0.229,19778.55
,R-DEE Protocol,RDGX,$5.07,"$5,071,892,625",,,,,19757.91
5778,Unreal AI,UNREAL,$0.01961,"$19,605.50",,,,,19605.5
5794,Hermes Protocol,HERMES,$0.00009564,"$45,617.31",,,,,19600.4
5783,Velocimeter FLOW,FLOW,$0.00007217,,,2.9,-14.967,0.467,19598.09
4766,Open Dollar,OD,$1.09,"$143,788",,2.2,4.028,-0.044,19589.11
2024,Step Staked SOL,STEPSOL,$176.23,"$4,238,852",4238852.0,3.7,3.46,-1.686,19585.06
5785,Mad Bears Club,MBC,$0.2172,"$19,549.24",,7.0,-9.862,-0.091,19549.24
2622,sETH,SETH,"$2,689.98","$2,385,817",2385817.0,0.4,5.024,-1.021,19491.89
5786,GOLCOIN,GOLC,$0.01637,"$1,103,676",,3.7,20.52,-0.673,19430.06
5804,3d3d,3D3D,$3.19,"$19,368.01",,,,,19368.01
,KROWN,KRW,"$1,787.53",,,0.7,2.075,-0.098,19180.97
5788,Kozue,KOZUE,$0.00009586,"$19,171.52",,7.2,-6.004,-1.151,19171.52
5808,Dovu [OLD],DOV,$0.00006204,"$59,789.37",,,,,19158.25
1213,ether.fi Staked EIGEN,EEIGEN,$2.89,"$16,284,660",16284660.0,2.0,-14.52,-1.211,19132.07
5789,Indexed Finance,NDX,$0.005533,"$55,375.35",,0.9,0.014,-2.244,19082.73
5787,Bitball,BTB,$0.00002979,"$29,788.08",,,,,19064.37
5790,FSOCIETY,FSC,$479.65,"$209,704",,16.5,-32.018,-0.476,19049.79
5791,Wizard Cat,WIZARD,$0.00001898,"$18,978.83",,5.4,-38.09,-1.151,18978.83
946,Quickswap [OLD],QUICK,$38.07,"$27,962,970",37709243.0,2.4,-2.972,0.41,18868.48
5792,Latte,LATTE,$0.00002288,"$18,843.19",,4.6,-6.825,-1.757,18843.19
5793,Ryoshi Research,RYOSHI,$0.002273,"$45,453.80",,4.6,2.573,-10.14,18841.44
,Gram Silver,GRAMS,$1.09,"$3,984,663",,1.8,0.375,-0.023,18762.63
5795,feg,FEG,$0.00001869,"$18,659.59",,2.6,2.623,-1.075,18659.59
5796,ΩMΣGA,$ΩMΣGA,$0.00001865,"$18,643.58",,3.7,,-1.277,18643.58
,Asterix,ASTX,$412.60,"$4,035,381",,7.3,-2.845,-3.014,18621.34
5797,Litecash,CASH,$0.00006132,"$44,317.70",,1.9,4.015,-0.466,18454.58
,LeoAVAX,LEO,"$3,553.12",,,13.6,-45.852,-0.878,18297.77
5798,Lucretius,LUC,$0.00003473,"$20,979.85",,30.0,8.291,,18285.06
5799,KRATOM,KRATOM,$0.00001827,"$18,230.84",,,,,18230.84
5801,Olive Cash,OLIVE,$0.000509,"$18,778.33",,1.7,11.151,-0.051,18217.47
4056,Marine Moguls,MOGUL,$221.79,"$367,387",2214166.0,7.3,-25.27,0.335,18190.51
5802,Afyonspor Fan Token,AFYON,$0.001275,"$56,423.38",,0.5,-0.458,-0.318,18159.83
5807,ZenoAI,ZOAI,$0.0001812,"$18,118.41",,,,,18118.41
1254,JumpToken,JMPT,$1.07,"$15,024,490",32646734.0,0.4,1.19,0.033,18087.15
5803,Kampay,KAMPAY,$0.00005521,"$55,207.33",,2.6,-3.475,-0.298,18075.05
5813,SolChicks Shards,SHARDS,$0.0001998,"$19,984.32",,,,,18069.68
,CoinRobot.AI,COINROBOT,$1.28,"$999,109,509",,0.3,0.027,-0.094,18009.87
5805,Hazel,HAZEL,$0.00001797,"$17,974.07",,2.8,-8.649,-0.914,17974.07
5806,Bomb Money,BOMB,$0.007968,"$50,555.39",,1.4,13.025,-0.315,17956.18
327,Renzo Restaked LST,PZETH,"$3,190.49","$162,208,647",162208647.0,2.3,4.758,-1.124,17952.62
5821,Momo v2,MOMO V2,$20.86,"$25,571.65",,,,,17937.52
,Dynamic Crypto Index,DCI,"$9,152.55",,,0.6,3.888,-0.501,17921.29
,Staked LINK,STLINK,$12.19,"$32,532,981",,6.0,6.394,-0.876,17915.84
5809,gugu,GUGU,$0.00001779,"$17,788.79",,6.5,-11.255,-1.156,17788.79
5826,Lympo Market,LMT,$0.0001142,"$142,773",,,,,17732.45
1127,Cyclix Games,CYG,$1.30,"$19,143,702",19143702.0,0.4,3.154,-1.196,17710.6
5810,Farcaster Flower,FLOWER,$0.00001767,"$17,672.69",,2.0,44.136,-1.192,17672.69
5811,Lidya,LIDYA,"$2,173.95","$17,649.31",,1.6,-5.381,2.963,17649.31
5812,ETF Rocks,ETF,$0.00001091,"$17,647.47",,0.1,0.013,-0.159,17647.47
3623,ZKsync ERC20 Bridged DAI (zkSync),DAI,$1.00,"$606,524",606524.0,0.3,0.366,0.041,17621.03
3318,VNX Gold,VNXAU,$88.68,"$895,697",895697.0,0.3,2.08,-0.838,17575.24
,Dog Wif Pixels,DWP,$0.00001742,,,6.4,9.541,-1.528,17491.53
,Most Bridged WETH (Aleph Zero),WETH,"$2,689.10","$437,779",,2.9,4.19,-0.017,17471.54
,Hydro Staked INJ,HINJ,$19.59,"$32,334,220",,0.4,-1.233,-0.511,17468.04
227,Liquid Staked ETH,LSETH,"$2,843.46","$296,158,751",296158751.0,1.9,4.389,-0.849,17456.84
,Mergen,MRGN,"$2,867.79",,,5.3,-4.321,-0.026,17416.29
5814,Ccore,CCO,$0.01023,"$102,279",,0.0,77.877,-0.607,17387.43
5830,Ape,APE,$0.00001736,"$17,363.16",,,,,17363.16
,Snark Launch,$SNRK,$0.0003463,,,,,,17314.91
5839,Basis Share,BAS,$0.04229,"$42,288.56",,,,,17314.53
5815,Himitsu,HIM,$0.00001786,"$17,281.27",,4.3,1.74,-0.749,17281.27
,Three Hundred AI,THND,"$9,437.53","$2,030,374",,33.2,16.667,-1.069,17279.76
5817,POP Network,POP,$0.0000108,"$17,277.34",,103.8,103.762,-0.006,17277.34
,GIGACAT,GIGACAT,$0.00001724,,,,,,17238.99
5816,Spectral Sight,SIGHT,$0.00001722,"$17,217.76",,8.1,-64.258,-1.156,17217.76
,Wrapped ETH (SKALE),ETHC,"$2,714.11",,,3.1,5.428,0.546,17082.99
5818,Tsutsuji,TSU,$0.00001705,"$17,050.56",,2.8,-15.683,0.047,17050.56
5819,Dogs Of Elon,DOE,$0.0001131,"$113,116",,4.3,-24.162,-1.027,17046.34
5820,MMOCoin,MMO,$0.0004163,"$108,243",,3.7,-6.517,0.455,16989.53
328,Treehouse ETH,TETH,"$3,174.52","$160,992,812",160992812.0,2.4,4.432,-0.711,16986.98
5845,Robust,RBT,$0.4634,"$40,133.42",,,,,16869.7
2636,Shezmu,SHEZMU,$2.31,"$1,958,313",2283792.0,12.6,11.297,0.111,16835.31
5822,Türkiye Motosiklet Federasyonu Fan Token,TMFT,$0.0004674,"$44,685.49",,12.8,7.256,-1.405,16821.76
5823,Billi,BILLI,$0.00001681,"$16,807.72",,8.9,-3.491,-0.066,16807.72
5824,Bitci Bonk,BBK,$0.00002156,"$16,767.65",,3.9,-0.698,-0.667,16767.65
,Lolik Staked FTN,STFTN,$2.69,"$1,676,997",,0.1,1.906,0.126,16749.66
5825,Sophie Klein,KLEIN,$0.00001732,"$16,741.02",,95.6,,26.396,16741.02
5847,Glub,GLUB,$0.00002033,"$16,721.66",,,,,16721.66
3344,Strong,STRONG,$2.17,"$867,836",1147987.0,3.4,7.31,1.04,16684.02
5827,S.D.O.G.E on Tron,SDOGE,$0.00001664,"$16,644.52",,7.1,-5.974,-0.339,16644.52
5828,MAGA Coin BSC,MAGA,$0.00008042,"$16,573.40",,11.9,12.349,-0.298,16573.4
5829,SLIME,SLIME,$0.00001859,"$16,521.46",,3.4,4.786,-0.879,16521.46
5831,Lunarium,XLN,$0.0002899,"$16,469.88",,16.3,-13.317,1.023,16469.88
5850,Battle Saga,BTL,$0.0004181,"$125,433",,,,,16422.37
5852,MaxCat,$MAX,$0.00001639,"$16,385.40",,,,,16385.4
5832,Mgga,MGGA,$0.00001638,"$16,382.37",,17.1,,-1.151,16382.37
,Nacho Finance,NACHO,$0.06187,,,6.2,9.383,,16379.95
,Binance ETH staking,BETH,"$2,799.58","$12,435,492",,1.6,5.455,-0.64,16309.46
,Liqwid Finance,LQ,$1.44,"$30,299,336",,20.9,24.549,0.227,16296.82
5833,ETHforestAI,ETHFAI,$43.56,"$71,764.02",,1.2,-1.14,-0.874,16266.17
,Donkey,DONK,$0.001633,,,6.5,11.87,-0.042,16252.1
,YourMom,YOURMOM,$908.54,,,3.4,-12.089,-1.437,16235.57
,Wall Street Bets,WSB,$507.74,,,5.9,-6.971,-1.15,16199.87
,Evanesco Network,EVA,$0.0004043,,,2.9,-10.514,-0.193,16172.88
5836,ERNIE,$ERNIE,$0.00001763,"$16,156.16",,3.2,-22.552,-1.422,16156.16
,Chinese Toshi,CTOSHI,$0.00001614,,,4.7,-15.872,-0.673,16135.09
5837,bXNF,BXNF,$0.0397,"$149,297",,2.5,-2.776,-0.181,16119.59
5838,EminGunSirer,EGS,$0.259,"$16,099.43",,1.3,1.094,-0.987,16099.43
5840,Obsidium,OBS,$0.002537,"$36,780.05",,0.1,0.228,0.217,16053.63
5858,UCROWDME,UCM,$0.0001604,"$16,044.04",,,,,16044.04
,Mogutou,MOGU,$0.00001603,,,14.8,-10.581,-0.397,16026.87
,8Bit Chain,W8BIT,$0.0003336,,,35.5,-51.639,-0.358,16013.63
3545,usdx.money Staked USDX,SUSDX,$1.02,"$677,146",677146.0,0.5,0.961,0.035,15988.21
351,aBTC,ABTC,"$68,980.18","$149,481,584",149481584.0,2.5,4.672,-1.995,15858.93
5842,Unique One,RARE,$0.006341,"$15,851.93",,0.7,-3.523,-1.153,15851.93
5841,Crypto KIT,KIT,$0.00001585,"$15,847.26",,,,,15847.26
5843,Ubeswap (OLD),UBE,$0.0002166,"$21,663.18",,2.1,-35.131,-0.892,15769.86
5849,Poshi World,POSHI,$0.00001577,"$15,768.51",,,,,15768.51
5846,DWOG THE DOG,DWOG,$0.00001585,"$15,682.99",,10.9,-4.498,-1.156,15682.99
5844,Cool,COOL,$0.00001566,"$15,657.97",,,,,15657.97
5848,Cane Corso,CORSI,$0.00001553,"$15,532,897",,,,,15532.9
5851,SelfieSteve,SSE,$0.00001547,"$15,448.17",,1.8,7.106,-1.641,15448.17
,Bridged Axelar Wrapped USD Coin (Immutable zkEVM),AXLUSDC,$1.00,"$281,758",,0.2,0.037,-0.044,15390.62
5865,Hamster Groomers,GROOMER,$1.74,"$37,398.77",,,,,15383.29
5853,PEPIG,PEPIG,$0.00001528,"$15,284.43",,10.1,-5.389,-1.098,15284.43
5854,Rosie the Robot,ROSIE,$0.00001525,"$15,246.77",,6.6,,0.737,15246.77
5868,Tokenplace,TOK,$0.0001253,"$31,323.00",,,,,15212.49
5856,Kunci Coin,KUNCI,$0.001955,"$7,818,730",,3.0,-1.285,-3.158,15185.04
5855,Croco,$CROCO,$0.00001515,"$15,149.63",,,,,15149.63
,Flokiwifhat,FLOKI,$0.00001501,,,28.7,25.896,-1.048,15096.67
,Broovs Projects,BRS,$0.00001004,,,0.1,-9.493,0.021,15052.71
,Pixie,PIX,$0.00007617,,,4.2,-15.655,-0.331,14993.5
5859,The Almighty Loaf,LOAF,$0.00001495,"$14,949.09",,3.7,-2.422,-1.156,14949.09
1712,Manifold Finance,FOLD,$3.77,"$6,889,783",7536433.0,2.4,-6.442,-1.329,14941.54
5933,Upsorber,UP,$0.8221,,,0.8,-3.321,,14895.85
5857,Jill Boden,JILLBODEN,$0.00001489,"$14,883.08",,0.1,-7.841,,14883.08
5870,NFT Soccer Games,NFSG,$0.09012,"$18,023.16",,,,,14747.58
5860,HAMMY,HAMMY,$0.00001475,"$14,747.48",,,,,14747.48
,Guarantee,TEE,$34.51,"$345,052,239,505",,0.4,0.333,-0.083,14745.81
5861,Hpohs888inu,TETHER,$0.00001587,"$14,716.74",,,,,14716.74
5871,President Ron DeSantis,RON,$0.0000148,"$14,796.84",,,,,14533.46
,Simpson6900,SIMPSON690,$587.34,,,,,,14508.39
5862,Soldex,SOLX,$0.0000342,"$17,097.93",,3.1,10.253,-3.851,14462.55
972,VitaDAO,VITA,$1.04,"$26,883,129",28415648.0,0.5,0.912,-0.162,14445.72
2970,MUTATIO,FLIES,$2.34,"$1,312,643",1312643.0,5.5,-4.878,-1.273,14435.71
5863,Alphr,ALPHR,$0.007771,"$77,681.53",,5.1,5.139,-0.166,14390.1
5864,HYPRA,HYP,$0.001016,"$21,511.24",,8.4,-32.181,0.708,14338.27
1979,Wrapped MistCoin,WMC,$4.57,"$4,569,693",4569693.0,7.5,8.577,-1.116,14337.88
,Swappi,PPI,$0.003103,,,2.1,1.034,-0.874,14291.7
5866,MEME CUP,MEMECUP,$0.00001423,"$14,226.65",,0.1,-18.419,-0.042,14226.65
5867,$OCCER,$OCCER,$0.00001434,"$14,201.62",,3.7,-5.433,-1.156,14201.62
5869,Mare Finance,MARE,$0.000225,"$22,518.66",,5.1,-6.531,-0.3,14072.97
1372,Renzo Restaked EIGEN,EZEIGEN,$2.81,"$12,520,642",12520642.0,,,,14035.46
,Bamboo DeFi,BAMBOO,$0.0004636,,,0.4,3.062,-0.663,13908.1
,GasChameleon,GASC,$0.0006848,,,3.3,0.555,-0.928,13827.31
,Game Changer,GACH,$0.00001364,,,24.1,-58.625,-1.909,13637.3
5875,Animated,AM,$0.00001363,"$13,624.14",,5.9,9.773,-1.192,13624.14
5872,Alman,ALMAN,$0.00001362,"$13,618.76",,4.0,4.699,-0.879,13618.76
5874,Jump Forever,JUMP4EVER,"$23,026.37","$14,517.81",,2.8,-4.851,-0.087,13607.6
5876,LGCY Network,LGCY,$427.71,"$28,991.89",,4.9,-17.84,,13543.77
5873,Aurivis,AURI,$0.00001354,"$13,538.18",,,,,13538.18
5877,Wrapped DOGE (Universal),UDOGE,$0.1661,"$13,531.67",,1.8,19.785,-2.212,13531.67
2527,Kite,KITE,$3.34,"$2,257,657",2834489.0,6.4,7.937,0.332,13524.57
5879,Reaction,RTC,$0.00001098,"$13,483.40",,21.6,266.68,-0.069,13483.4
5880,"Onyx (∑, ∆)",ONYX,$0.0001345,"$13,450.08",,1.0,-11.203,-0.639,13450.08
,BHA,BHA,$0.0001303,,,5.9,-14.687,-1.616,13415.55
5882,Sheesh,$SHEESH,$0.00001343,"$13,383.61",,2.1,0.497,-1.075,13383.61
5881,Dark Wolf,DWOLF,$0.00001338,"$13,373.36",,6.4,9.374,-1.156,13373.36
,Zoomer,ZOOMER,$0.0001334,,,18.8,9.472,0.011,13342.08
5884,Solana Summer,SUMMER,$0.00001629,"$13,309.38",,6.1,-20.563,-1.075,13309.38
5883,Habi,HABI,$0.00001341,"$13,300.56",,2.4,1.175,-0.879,13300.56
5897,Safeswap SSGTX,SSGTX,$0.00003337,,,0.7,-18.766,,13253.38
,Gram Gold,GRAMG,$89.90,"$4,315.01",,0.8,1.91,0.124,13250.65
5885,Skyrim Finance,SKYRIM,$0.000352,"$35,188.89",,5.7,2.969,-0.655,13242.69
,BitPRO,BPRO,"$88,023.02",,,0.2,7.285,-0.675,13235.47
,Chump Change,CHUMP,$0.00001318,,,20.7,-26.907,-1.283,13184.06
5886,Goose,GOOSE,$0.00001482,"$13,161.76",,0.7,-26.295,-0.286,13161.76
,Cryptopia,BCPI,$9.71,"$20,979,873",,1.6,-1.143,0.057,13138.41
5887,Nyantereum International,NYANTE,$52.17,"$13,081.38",,6.6,-4.386,-0.445,13081.38
,BoringDAO [OLD],BOR,$7.54,"$1,507,426",,81.7,-65.258,-1.138,13065.29
3421,XMON,XMON,$315.39,"$796,880",3156936.0,8.6,-6.946,-0.464,13027.92
,Fuse Dollar V3,FUSD,$1.01,"$83,260.69",,0.9,5.897,0.25,13006.49
5919,PrivaCoin,PRVC,$0.001007,"$1,812,588,079",,,,,12919.54
,Bifrost Bridged ETH (Bifrost),ETH,"$2,708.66",,,3.7,5.828,0.115,12895.54
5888,PayRue,PROPEL,$5.09,"$17,164.61",,2.1,3.038,-0.181,12894.46
5890,Rope Token,ROPE,$0.002046,"$20,463.66",,1.8,0.674,-1.13,12854.86
5903,MoneyArk,MARK,$0.0005594,"$55,941.56",,,,,12839.98
5889,GeniuX,IUX,$0.0001996,"$199,649",,1.4,-0.522,0.062,12819.38
5908,NDB,NDB,$0.0006942,"$694,156,860",,,,,12800.31
5892,Meowka Neko,MEOWKA,$0.0000128,"$12,798.42",,,,,12798.42
,Fluminense FC Fan Token,FLU,$1.37,"$13,736,610",,,,,12793.03
,Aevum,AEVUM,$0.002538,,,7.5,9.243,-0.187,12692.33
5893,Birdie,$BIRDIE,$0.00001581,"$12,646.29",,2.5,2.08,0.39,12646.29
5894,Charlie,CHARLIE,$0.00001262,"$12,615.51",,6.9,-33.529,-1.27,12615.51
,Xen Crypto (Fantom),FMXEN,"$54,114.01",,,3.8,-3.428,-0.706,12583.72
5895,Jigstack,STAK,$4.00,"$21,446.51",,1.1,-24.507,,12577.7
,STEMX,STEMX,$0.0001257,,,0.4,-37.884,-0.018,12574.27
5896,Bitcoin Dog,GARGOYLE,$0.00001258,"$12,569.16",,6.7,-8.813,-0.749,12569.16
1656,Mettalex,MTLX,$1.83,"$7,403,958",72897189.0,16.8,-11.917,-7.917,12551.68
,MM72,MM72,"$6,560.04",,,0.3,0.003,-0.073,12541.29
5906,ColonizeMars,GTM,$0.0001253,"$12,532.66",,,,,12532.66
5898,BitStarters [Old],BITS,$0.0009875,"$84,927.63",,14.9,2.068,-6.699,12467.06
,Rainbow Bridged USDC (Aurora),USDC,$1.00,,,0.5,0.098,0.031,12381.24
5900,Doggy Needs Friend,DOGGY,$0.00001224,"$12,237.29",,9.4,-3.393,-0.749,12237.29
,WAGIE,WAGIE,$0.00001218,,,7.8,-7.442,-1.536,12224.17
5924,Herbalist,HERB,$0.00,"$20,882.27",,,,,12218.07
5904,Echain Network,ECT,$0.0001677,"$50,316.73",,,,,12175.25
,BSOCIAL,BSCL,$0.0006083,,,3.0,-10.665,0.002,12165.33
5901,First AI (1951),SNARC,$0.00001215,"$12,147.84",,11.7,,-0.912,12147.84
4103,Kylacoin,KCN,$51.12,"$338,658",338666.0,11.8,1.799,-0.952,12147.49
,snake,SNAKE,"$1,847.45","$923,724",,6.9,67.498,0.004,12145.19
5902,Aegis,AGS,$0.002912,"$87,327.89",,7.0,-5.453,0.301,12121.31
,dogwifceo,WIFC,"$2,388.13",,,54.5,-12.253,0.084,12114.23
1185,dForce USD,USX,$1.17,"$17,022,334",188414135.0,11.8,8.305,-0.575,12113.89
1871,Arbitrum Bridged WETH (Arbitrum Nova),WETH,"$2,683.10","$5,304,377",5304377.0,1.8,4.947,-1.125,12107.93
,Bridged Binance-Peg Ethereum (opBNB),ETH,"$2,683.30",,,1.9,5.256,-0.545,12097.53
,ASH,ASH,$2.13,"$7,438,832",,4.3,-5.855,-1.031,12033.47
5905,Mojo Meme,MOJO,$0.000012,"$11,981.94",,47.3,-33.299,-23.546,11981.94
5907,Krypton Galaxy Coin,KGC,$0.0000134,"$40,171.43",,1.3,-0.848,-4.179,11946.28
5909,Wimpo,WIMPO,$0.00001187,"$11,869.80",,10.8,-15.837,-1.098,11869.8
,Famous Fox Federation Floor Index,FOXES,$0.8406,,,,,,11750.47
5910,Blocksport,BSPT,$0.0001249,"$124,906",,5.3,-9.534,-1.976,11691.6
5911,Decko,DECKO,$0.00001164,"$11,639.22",,,,,11639.22
5912,Belifex,BEFX,$0.0003052,"$30,518.35",,0.1,0.212,0.099,11632.48
5922,OmniBotX,OMNIX,$0.000885,"$88,263.41",,,,,11616.81
5923,OxyO2,KRPZA,$0.00009303,"$77,078.10",,,,,11598.81
5913,Runner,RUNNER,$0.00001285,"$11,535.48",,2.5,-1.108,,11535.48
2262,STIMA,STIMA,$1.01,"$3,215,075",32150752.0,0.2,-0.298,0.043,11487.46
4072,Vector ETH,VETH,"$2,716.43","$353,432",353432.0,2.6,4.939,-0.37,11417.78
,Frankencoin,ZCHF,$1.17,,,1.4,1.655,-0.921,11401.35
3406,PonzioTheCat,PONZIO,"$518,184,490","$807,274",807274.0,31.6,471.961,-0.971,11345.83
5915,JOOPS,JOOPS,"$21,591.23","$14,212.07",,2.3,11.314,9.03,11341.23
5914,Moo Tun,MOOTUN,$0.0001157,"$11,337.09",,18.3,-36.362,,11337.09
,Bridged Tether (Wanchain),WANUSDT,$1.00,,,0.0,-0.155,0.73,11288.59
5917,CryptoTycoon,CTT,$0.1437,"$137,671",,6.1,5.548,0.185,11266.65
,Filipcoin,FCP,$0.00006698,,,2.0,0.345,-0.587,11253.15
2691,LIF3 LSHARE (OLD),LSHARE,$62.97,"$1,842,383",4410739.0,6.5,24.626,-1.256,11250.17
5916,MetaGods,MGOD,$0.0007939,"$396,964",,1.2,-6.272,,11218.58
3323,Auto,AUTO,$11.65,"$891,120",939291.0,1.1,-2.426,1.103,11199.37
5918,Maru Taro,TARO,$0.00001114,"$11,143.67",,,,,11143.67
,FX Stock Token,FXST,$3.22,"$321,701,412",,0.4,-0.536,-0.114,11139.22
5927,bePAY Finance,BECOIN,$0.0008568,,,,,,11139.03
5935,Converge Bot,CONVERGE,$0.001173,"$11,102.85",,,,,11102.85
,OpenMoney USD,OMUSD,$1.00,"$999,886",,0.0,0.168,0.126,11094.34
5932,VidifyAI,VIDAI,$0.001109,"$11,086.40",,,,,11086.4
5930,concertVR,CVT,$0.000261,"$29,502.10",,,,,11082.68
5920,ZAZA,ZAZA,$0.00001106,"$11,060.65",,3.6,2.045,-0.639,11060.65
5921,Waggle Network,WAG,$0.001514,"$151,429",,1.7,0.094,-0.157,10978.58
5926,SoAI,SOAI,$0.01236,"$12,362.57",,0.5,1.078,-1.183,10896.26
5925,SOL CAT,TODD,$0.00001087,"$10,871.18",,0.7,-17.331,3.641,10871.18
5928,CATA BSC,$CATA,$69.50,"$10,717.11",,1.6,-0.173,-0.311,10717.11
,Wrapped Elastos,WELA,$1.88,"$808,627",,2.3,4.256,-0.201,10686.79
5929,Baby Monkey,BONKEY,$0.00001068,"$10,676.65",,4.1,-11.197,-1.156,10676.65
,Binance USD (Linea),BUSD,$1.00,,,0.2,0.611,0.257,10580.77
3435,Savings USX,SUSX,$1.04,"$788,061",788061.0,0.2,0.166,0.026,10555.49
5931,GemDrop,GEM,$0.002956,"$26,746.04",,,,,10498.36
1787,Pozo Coin,POZO,$10.16,"$6,070,505",6070505.0,0.2,-1.711,0.17,10443.49
,PAPYRUS,PAP,$0.341,,,1.7,-16.896,-1.283,10335.17
,Convex FXN,CVXFXN,$64.20,"$5,635,483",,0.8,4.837,0.767,10314.37
,Solpad Finance,SOLPAD,$0.00005247,,,1.7,4.81,-0.417,10299.13
5934,BicOnBase,BIC,$0.01361,"$10,261.92",,0.7,-1.857,-0.675,10261.92
5936,Motorcoin,MTRC,$0.001729,"$1,729,359",,0.6,1.836,-13.579,10257.2
5937,Nomad,NOM,$0.00001025,"$10,251.06",,0.2,-0.174,-1.192,10251.06
2871,Hacash,HAC,$1.49,"$1,503,729",1503729.0,3.6,0.535,0.148,10227.29
5939,MARSK,MARSK,$0.0002251,"$37,265.82",,0.6,-95.76,-0.061,10199.64
5940,TridentDAO,PSI,$0.004852,"$45,808.22",,3.2,-1.452,-0.439,10179.33
5944,Crypto Hub,HUB,$0.0006272,"$14,424.65",,,,,10176.75
5938,Kini,KINI,$0.00001071,"$10,170.54",,,,,10170.54
,Punk Vault (NFTX),PUNK,"$67,780.69","$1,897,859",,1.0,-1.546,-1.063,10167.1
5941,CorionX,CORX,$0.0001059,"$42,345.54",,0.1,8.485,-0.303,10103.95
5943,Meow,MEOW,$0.00001006,"$10,057.02",,,,,10057.02
3034,Friends With Benefits Pro,FWB,$2.06,"$1,230,302",2059208.0,6.8,6.512,-1.033,10046.75
5942,Turbo Browser,TURBO,$0.009925,"$9,925.21",,,,,9925.21
210,Staked Frax Ether,SFRXETH,"$2,958.95","$330,167,782",330167782.0,2.2,5.239,-0.499,9900.16
,Token Teknoloji A.Ş. USD,USDOT,$1.00,"$30,102.06",,0.1,0.253,0.004,9898.79
,Matic DAI Stablecoin,DAI-MATIC,$1,"$352,062",,0.0,1.284,-0.659,9820.41
5950,Meme ETF,MEMEETF,$1.79,"$18,491.32",,,,,9800.4
,HelpKidz Coin,HKC,"$27,182.31",,,1.9,2.479,-0.704,9709.24
4247,Beam Bridged AVAX (Beam),AVAX,$26.17,"$286,372",286372.0,1.9,-2.179,-0.935,9695.49
,EMP Shares,ESHARE V2,$6.77,"$445,993",,12.5,-0.353,-0.181,9655.6
,goBTC,GOBTC,"$71,272.90","$8,338,854",,1.4,8.514,-0.04,9575.92
5952,ENTER,ENTER,$0.004251,"$42,513.91",,,,,9565.63
,WFDP,WFDP,$9.80,"$980,263,324",,2.1,-1.908,-0.027,9550.91
,Wrapped Bitcoin-Stacks,XBTC,"$72,244.16",,,1.4,7.512,-0.639,9524.86
,Top Jeet,TOPJ,$664.65,,,12.4,0.327,-0.668,9503.66
5946,uPlexa,UPX,$2.89,"$37,875.60",,0.9,-13.222,-0.466,9484.33
5945,PhoenixDAO,PHNX,$0.0001824,"$20,060.00",,89.5,8.57,,9464.15
2209,Carrot,CRT,$102.12,"$3,462,312",3462312.0,0.1,0.243,-0.086,9431.2
5948,Froggy,FROGGY,$8.36,"$24,375.63",,5.1,-13.198,-0.248,9430.15
5947,RivusDAO,RIVUS,$0.0000319,"$31,503.55",,,,,9400.57
5954,TronArmy,TRONARMY,$451.80,"$9,352.25",,,,,9352.25
5958,Singularity,SGLY,$0.0001584,"$33,262.20",,,,,9327.12
,Bridged Wrapped Bitcoin (TON Bridge),JWBTC,"$72,603.13","$491,468",,14.6,20.267,-3.812,9320.75
,Multichain Bridged WETH (Fantom),WETH,$132.20,,,4.9,-11.319,-0.668,9320.46
,BUCCI,BRRR,$0.00001233,,,0.4,-5.008,,9314.18
5949,Viper,VIPER,$0.00001851,"$9,255.15",,3.6,-84.435,-0.749,9255.15
4278,ShadowTokens Bridged USDC (Elastos),ETHUSDC,$1.01,"$276,194",276194.0,0.4,2.193,-0.548,9217.18
5959,₿,₿,$0.0004415,"$9,205.64",,,,,9205.64
,Allbridge Bridged ETH (Fuse),AEETH,"$2,730.54","$2,730.54",,2.5,8.834,-0.086,9178.55
5951,SATOSHI NAKAMOTO (SOL),$GODFATHER,$2.06,"$9,177.31",,0.2,4.691,,9177.31
,Mogul Trumps Code Name,MOGUL,"$18,185.20",,,52.6,28.187,-1.325,9135.79
,Wrapped OETH,WOETH,"$2,972.27",,,1.6,5.621,,9101.85
5953,SQRBIT,SQRB,$53.96,"$69,953.86",,0.1,-22.227,-0.053,9096.87
,JackPool.finance,JFI,$6.26,"$87,621.76",,0.2,10.871,-0.567,9079.28
,Help,HELP,$6.65,"$1,995,939",,9.3,,-1.145,9031.63
5970,AllSafe,ASAFE,$0.0005982,,,3.3,46.511,-0.578,8972.33
5957,Infinect,INFC,$0.00008943,"$8,943.06",,,,,8943.06
,Wrapped KCS,WKCS,$9.29,,,1.0,5.187,-0.207,8928.01
5955,traaittXTCASH,XTCASH,$23.21,"$20,804.35",,0.4,1.207,0.121,8910.42
5962,BloxSIM,BSIM,$0.00009432,"$9,432.02",,,,,8866.09
,UBIX Network,UBX,"$400,872",,,2.3,-2.209,-0.016,8809.84
